,Comment,Class,Comment2,Comment3,Comment4
315,watch videos subscribe,1,"['watch', 'videos', 'subscribe']","['watch', 'video', 'subscrib']",watch video subscrib
316,subcribe us subscribe back,1,"['subcribe', 'us', 'subscribe', 'back']","['subcrib', 'us', 'subscrib', 'back']",subcrib us subscrib back
317,share like page win hand signed rihanna photo fb fans rihanna,1,"['share', 'like', 'page', 'win', 'hand', 'signed', 'rihanna', 'photo', 'fb', 'fans', 'rihanna']","['share', 'like', 'page', 'win', 'hand', 'sign', 'rihanna', 'photo', 'fb', 'fan', 'rihanna']",share like page win hand sign rihanna photo fb fan rihanna
318,share like page win hand signed rihanna photo fb fans rihanna,1,"['share', 'like', 'page', 'win', 'hand', 'signed', 'rihanna', 'photo', 'fb', 'fans', 'rihanna']","['share', 'like', 'page', 'win', 'hand', 'sign', 'rihanna', 'photo', 'fb', 'fan', 'rihanna']",share like page win hand sign rihanna photo fb fan rihanna
319,hey guys im 17yr old rapper trying get exposure live belgium one speaks english resort gay spam check 2 latest tracks probably best audio isnt best im gonna invest real equipment next track please thumbs others see hey dont check leave response like thanks advance guys part making dream come true notorious niko,1,"['hey', 'guys', 'im', '17yr', 'old', 'rapper', 'trying', 'get', 'exposure', 'live', 'belgium', 'one', 'speaks', 'english', 'resort', 'gay', 'spam', 'check', '2', 'latest', 'tracks', 'probably', 'best', 'audio', 'isnt', 'best', 'im', 'gon', 'na', 'invest', 'real', 'equipment', 'next', 'track', 'please', 'thumbs', 'others', 'see', 'hey', 'dont', 'check', 'leave', 'response', 'like', 'thanks', 'advance', 'guys', 'part', 'making', 'dream', 'come', 'true', 'notorious', 'niko']","['hey', 'guy', 'im', '17yr', 'old', 'rapper', 'tri', 'get', 'exposur', 'live', 'belgium', 'one', 'speak', 'english', 'resort', 'gay', 'spam', 'check', '2', 'latest', 'track', 'probabl', 'best', 'audio', 'isnt', 'best', 'im', 'gon', 'na', 'invest', 'real', 'equip', 'next', 'track', 'pleas', 'thumb', 'other', 'see', 'hey', 'dont', 'check', 'leav', 'respons', 'like', 'thank', 'advanc', 'guy', 'part', 'make', 'dream', 'come', 'true', 'notori', 'niko']",hey guy im 17yr old rapper tri get exposur live belgium one speak english resort gay spam check 2 latest track probabl best audio isnt best im gon na invest real equip next track pleas thumb other see hey dont check leav respons like thank advanc guy part make dream come true notori niko
320,guys check extraordinary website called moneygq com make money online start working home today making 3 000 per month moneygq com visit moneygq com check lake waratel misty exciting swoquix acaer chillpal tupacase arrowgance lively hard idiotic bored cool ablaze crabby aloidia cheilith feandra useless ploosnar,1,"['guys', 'check', 'extraordinary', 'website', 'called', 'moneygq', 'com', 'make', 'money', 'online', 'start', 'working', 'home', 'today', 'making', '3', '000', 'per', 'month', 'moneygq', 'com', 'visit', 'moneygq', 'com', 'check', 'lake', 'waratel', 'misty', 'exciting', 'swoquix', 'acaer', 'chillpal', 'tupacase', 'arrowgance', 'lively', 'hard', 'idiotic', 'bored', 'cool', 'ablaze', 'crabby', 'aloidia', 'cheilith', 'feandra', 'useless', 'ploosnar']","['guy', 'check', 'extraordinari', 'websit', 'call', 'moneygq', 'com', 'make', 'money', 'onlin', 'start', 'work', 'home', 'today', 'make', '3', '000', 'per', 'month', 'moneygq', 'com', 'visit', 'moneygq', 'com', 'check', 'lake', 'waratel', 'misti', 'excit', 'swoquix', 'acaer', 'chillpal', 'tupacas', 'arrowg', 'live', 'hard', 'idiot', 'bore', 'cool', 'ablaz', 'crabbi', 'aloidia', 'cheilith', 'feandra', 'useless', 'ploosnar']",guy check extraordinari websit call moneygq com make money onlin start work home today make 3 000 per month moneygq com visit moneygq com check lake waratel misti excit swoquix acaer chillpal tupacas arrowg live hard idiot bore cool ablaz crabbi aloidia cheilith feandra useless ploosnar
321,check new video made called quot love mind master quot thank u much,1,"['check', 'new', 'video', 'made', 'called', 'quot', 'love', 'mind', 'master', 'quot', 'thank', 'u', 'much']","['check', 'new', 'video', 'made', 'call', 'quot', 'love', 'mind', 'master', 'quot', 'thank', 'u', 'much']",check new video made call quot love mind master quot thank u much
322,4th watched video youtube hes 21 subscribed channel youtube recentley surpassing justing bieber less 1 00 subs away beating taylor swift,1,"['4th', 'watched', 'video', 'youtube', 'hes', '21', 'subscribed', 'channel', 'youtube', 'recentley', 'surpassing', 'justing', 'bieber', 'less', '1', '00', 'subs', 'away', 'beating', 'taylor', 'swift']","['4th', 'watch', 'video', 'youtub', 'he', '21', 'subscrib', 'channel', 'youtub', 'recentley', 'surpass', 'just', 'bieber', 'less', '1', '00', 'sub', 'away', 'beat', 'taylor', 'swift']",4th watch video youtub he 21 subscrib channel youtub recentley surpass just bieber less 1 00 sub away beat taylor swift
323,coffee lovers please read check song wrote sing tube called coffee lova type coffee lova like spell already tube hit enter look video titled coffee lova hit enter blast,1,"['coffee', 'lovers', 'please', 'read', 'check', 'song', 'wrote', 'sing', 'tube', 'called', 'coffee', 'lova', 'type', 'coffee', 'lova', 'like', 'spell', 'already', 'tube', 'hit', 'enter', 'look', 'video', 'titled', 'coffee', 'lova', 'hit', 'enter', 'blast']","['coffe', 'lover', 'pleas', 'read', 'check', 'song', 'wrote', 'sing', 'tube', 'call', 'coffe', 'lova', 'type', 'coffe', 'lova', 'like', 'spell', 'alreadi', 'tube', 'hit', 'enter', 'look', 'video', 'titl', 'coffe', 'lova', 'hit', 'enter', 'blast']",coffe lover pleas read check song wrote sing tube call coffe lova type coffe lova like spell alreadi tube hit enter look video titl coffe lova hit enter blast
324,hey everyone check channel leave like subscribe please song want post name comments get thanks,1,"['hey', 'everyone', 'check', 'channel', 'leave', 'like', 'subscribe', 'please', 'song', 'want', 'post', 'name', 'comments', 'get', 'thanks']","['hey', 'everyon', 'check', 'channel', 'leav', 'like', 'subscrib', 'pleas', 'song', 'want', 'post', 'name', 'comment', 'get', 'thank']",hey everyon check channel leav like subscrib pleas song want post name comment get thank
325,great warning happen soon 0 lneadw26bfst76vhkjl8pxaey6vmnlvmriudtsfk6vy ali pa 2013 09 26t22 28 17 047000 croatia lt 3 0 lneadw26bfvkahxpkenm25fywkyxthsupri6juqsznu g belrus 2013 09 26t22 26 12 832000 nice one 0 lneadw26bftvzqt6juehasiefrjg1exi dvqdnqvpho exode comeback 2013 09 26t22 23 00 710000 600m views 0 lneadw26bfunoarag71awgu6tjo6azdkfiun tz1 hy muhammad shaeel abbas 2013 09 26t22 15 45 476000 fuck 0 lneadw26bft otoufj0z3vfflfnaxykwzsivqhimx e notorious niko 2013 09 26t22 00 43 613000 hey guys im 17yr old rapper trying get exposure live belgium one speaks english resort gay spam check 2 latest tracks probably best audio isnt best im gonna invest real equipment next track please thumbs others see hey dont check leave response like thanks advance guys part making dream come true notorious niko,1,"['great', 'warning', 'happen', 'soon', '0', 'lneadw26bfst76vhkjl8pxaey6vmnlvmriudtsfk6vy', 'ali', 'pa', '2013', '09', '26t22', '28', '17', '047000', 'croatia', 'lt', '3', '0', 'lneadw26bfvkahxpkenm25fywkyxthsupri6juqsznu', 'g', 'belrus', '2013', '09', '26t22', '26', '12', '832000', 'nice', 'one', '0', 'lneadw26bftvzqt6juehasiefrjg1exi', 'dvqdnqvpho', 'exode', 'comeback', '2013', '09', '26t22', '23', '00', '710000', '600m', 'views', '0', 'lneadw26bfunoarag71awgu6tjo6azdkfiun', 'tz1', 'hy', 'muhammad', 'shaeel', 'abbas', '2013', '09', '26t22', '15', '45', '476000', 'fuck', '0', 'lneadw26bft', 'otoufj0z3vfflfnaxykwzsivqhimx', 'e', 'notorious', 'niko', '2013', '09', '26t22', '00', '43', '613000', 'hey', 'guys', 'im', '17yr', 'old', 'rapper', 'trying', 'get', 'exposure', 'live', 'belgium', 'one', 'speaks', 'english', 'resort', 'gay', 'spam', 'check', '2', 'latest', 'tracks', 'probably', 'best', 'audio', 'isnt', 'best', 'im', 'gon', 'na', 'invest', 'real', 'equipment', 'next', 'track', 'please', 'thumbs', 'others', 'see', 'hey', 'dont', 'check', 'leave', 'response', 'like', 'thanks', 'advance', 'guys', 'part', 'making', 'dream', 'come', 'true', 'notorious', 'niko']","['great', 'warn', 'happen', 'soon', '0', 'lneadw26bfst76vhkjl8pxaey6vmnlvmriudtsfk6vi', 'ali', 'pa', '2013', '09', '26t22', '28', '17', '047000', 'croatia', 'lt', '3', '0', 'lneadw26bfvkahxpkenm25fywkyxthsupri6juqsznu', 'g', 'belru', '2013', '09', '26t22', '26', '12', '832000', 'nice', 'one', '0', 'lneadw26bftvzqt6juehasiefrjg1exi', 'dvqdnqvpho', 'exod', 'comeback', '2013', '09', '26t22', '23', '00', '710000', '600m', 'view', '0', 'lneadw26bfunoarag71awgu6tjo6azdkfiun', 'tz1', 'hy', 'muhammad', 'shaeel', 'abba', '2013', '09', '26t22', '15', '45', '476000', 'fuck', '0', 'lneadw26bft', 'otoufj0z3vfflfnaxykwzsivqhimx', 'e', 'notori', 'niko', '2013', '09', '26t22', '00', '43', '613000', 'hey', 'guy', 'im', '17yr', 'old', 'rapper', 'tri', 'get', 'exposur', 'live', 'belgium', 'one', 'speak', 'english', 'resort', 'gay', 'spam', 'check', '2', 'latest', 'track', 'probabl', 'best', 'audio', 'isnt', 'best', 'im', 'gon', 'na', 'invest', 'real', 'equip', 'next', 'track', 'pleas', 'thumb', 'other', 'see', 'hey', 'dont', 'check', 'leav', 'respons', 'like', 'thank', 'advanc', 'guy', 'part', 'make', 'dream', 'come', 'true', 'notori', 'niko']",great warn happen soon 0 lneadw26bfst76vhkjl8pxaey6vmnlvmriudtsfk6vi ali pa 2013 09 26t22 28 17 047000 croatia lt 3 0 lneadw26bfvkahxpkenm25fywkyxthsupri6juqsznu g belru 2013 09 26t22 26 12 832000 nice one 0 lneadw26bftvzqt6juehasiefrjg1exi dvqdnqvpho exod comeback 2013 09 26t22 23 00 710000 600m view 0 lneadw26bfunoarag71awgu6tjo6azdkfiun tz1 hy muhammad shaeel abba 2013 09 26t22 15 45 476000 fuck 0 lneadw26bft otoufj0z3vfflfnaxykwzsivqhimx e notori niko 2013 09 26t22 00 43 613000 hey guy im 17yr old rapper tri get exposur live belgium one speak english resort gay spam check 2 latest track probabl best audio isnt best im gon na invest real equip next track pleas thumb other see hey dont check leav respons like thank advanc guy part make dream come true notori niko
326,check new hot video dante b called riled,1,"['check', 'new', 'hot', 'video', 'dante', 'b', 'called', 'riled']","['check', 'new', 'hot', 'video', 'dant', 'b', 'call', 'rile']",check new hot video dant b call rile
327,subscribe daily vines,1,"['subscribe', 'daily', 'vines']","['subscrib', 'daili', 'vine']",subscrib daili vine
328,also check j j go road recovery,1,"['also', 'check', 'j', 'j', 'go', 'road', 'recovery']","['also', 'check', 'j', 'j', 'go', 'road', 'recoveri']",also check j j go road recoveri
329,hahahahah like vines subscribe daily vines,1,"['hahahahah', 'like', 'vines', 'subscribe', 'daily', 'vines']","['hahahahah', 'like', 'vine', 'subscrib', 'daili', 'vine']",hahahahah like vine subscrib daili vine
330,hey guys check new channel first vid us monkeys monkey white shirt please leave like comment please subscribe,1,"['hey', 'guys', 'check', 'new', 'channel', 'first', 'vid', 'us', 'monkeys', 'monkey', 'white', 'shirt', 'please', 'leave', 'like', 'comment', 'please', 'subscribe']","['hey', 'guy', 'check', 'new', 'channel', 'first', 'vid', 'us', 'monkey', 'monkey', 'white', 'shirt', 'pleas', 'leav', 'like', 'comment', 'pleas', 'subscrib']",hey guy check new channel first vid us monkey monkey white shirt pleas leav like comment pleas subscrib
331,back quite,0,"['back', 'quite']","['back', 'quit']",back quit
332,huh anyway check tube channel kobyoshi02,1,"['huh', 'anyway', 'check', 'tube', 'channel', 'kobyoshi02']","['huh', 'anyway', 'check', 'tube', 'channel', 'kobyoshi02']",huh anyway check tube channel kobyoshi02
333,hey check new website site kids stuff kidsmediausa com,1,"['hey', 'check', 'new', 'website', 'site', 'kids', 'stuff', 'kidsmediausa', 'com']","['hey', 'check', 'new', 'websit', 'site', 'kid', 'stuff', 'kidsmediausa', 'com']",hey check new websit site kid stuff kidsmediausa com
334,check channel,1,"['check', 'channel']","['check', 'channel']",check channel
335,test say murdev com,1,"['test', 'say', 'murdev', 'com']","['test', 'say', 'murdev', 'com']",test say murdev com
336,2 billions 2014,0,"['2', 'billions', '2014']","['2', 'billion', '2014']",2 billion 2014
337,marketglory com strategygame andrijamatf earn real money game,1,"['marketglory', 'com', 'strategygame', 'andrijamatf', 'earn', 'real', 'money', 'game']","['marketglori', 'com', 'strategygam', 'andrijamatf', 'earn', 'real', 'money', 'game']",marketglori com strategygam andrijamatf earn real money game
338,charlie lost,0,"['charlie', 'lost']","['charli', 'lost']",charli lost
339,going reach billion first katy taylor,0,"['going', 'reach', 'billion', 'first', 'katy', 'taylor']","['go', 'reach', 'billion', 'first', 'kati', 'taylor']",go reach billion first kati taylor
340,best song ever,0,"['best', 'song', 'ever']","['best', 'song', 'ever']",best song ever
341,check video youtube,1,"['check', 'video', 'youtube']","['check', 'video', 'youtub']",check video youtub
342,video get 2 billion people checking hit 2 billion yet,0,"['video', 'get', '2', 'billion', 'people', 'checking', 'hit', '2', 'billion', 'yet']","['video', 'get', '2', 'billion', 'peopl', 'check', 'hit', '2', 'billion', 'yet']",video get 2 billion peopl check hit 2 billion yet
343,nice 3,0,"['nice', '3']","['nice', '3']",nice 3
344,check video youtube,1,"['check', 'video', 'youtube']","['check', 'video', 'youtub']",check video youtub
345,really love video http www bubblews com account 389088 sheilcen,1,"['really', 'love', 'video', 'http', 'www', 'bubblews', 'com', 'account', '389088', 'sheilcen']","['realli', 'love', 'video', 'http', 'www', 'bubblew', 'com', 'account', '389088', 'sheilcen']",realli love video http www bubblew com account 389088 sheilcen
346,love soooooooooooooooooooooooooooooooooooooooooooooooooo much,0,"['love', 'soooooooooooooooooooooooooooooooooooooooooooooooooo', 'much']","['love', 'soooooooooooooooooooooooooooooooooooooooooooooooooo', 'much']",love soooooooooooooooooooooooooooooooooooooooooooooooooo much
347,figured dislike song supposed power ballad right something uplifting motivating end however final chorus extra umph end actually sounds like first one instead crescendo ing powerful finish roar says wavelength falls flat,0,"['figured', 'dislike', 'song', 'supposed', 'power', 'ballad', 'right', 'something', 'uplifting', 'motivating', 'end', 'however', 'final', 'chorus', 'extra', 'umph', 'end', 'actually', 'sounds', 'like', 'first', 'one', 'instead', 'crescendo', 'ing', 'powerful', 'finish', 'roar', 'says', 'wavelength', 'falls', 'flat']","['figur', 'dislik', 'song', 'suppos', 'power', 'ballad', 'right', 'someth', 'uplift', 'motiv', 'end', 'howev', 'final', 'choru', 'extra', 'umph', 'end', 'actual', 'sound', 'like', 'first', 'one', 'instead', 'crescendo', 'ing', 'power', 'finish', 'roar', 'say', 'wavelength', 'fall', 'flat']",figur dislik song suppos power ballad right someth uplift motiv end howev final choru extra umph end actual sound like first one instead crescendo ing power finish roar say wavelength fall flat
348,lmfao party rock anthem ft lauren bennett goo href https youtu kq6zr6kcpj8 https youtu kq6zr6kcpj8 br box man got moves makes meh smile,0,"['lmfao', 'party', 'rock', 'anthem', 'ft', 'lauren', 'bennett', 'goo', 'href', 'https', 'youtu', 'kq6zr6kcpj8', 'https', 'youtu', 'kq6zr6kcpj8', 'br', 'box', 'man', 'got', 'moves', 'makes', 'meh', 'smile']","['lmfao', 'parti', 'rock', 'anthem', 'ft', 'lauren', 'bennett', 'goo', 'href', 'http', 'youtu', 'kq6zr6kcpj8', 'http', 'youtu', 'kq6zr6kcpj8', 'br', 'box', 'man', 'got', 'move', 'make', 'meh', 'smile']",lmfao parti rock anthem ft lauren bennett goo href http youtu kq6zr6kcpj8 http youtu kq6zr6kcpj8 br box man got move make meh smile
349,like robot shuffles shuffles good,0,"['like', 'robot', 'shuffles', 'shuffles', 'good']","['like', 'robot', 'shuffl', 'shuffl', 'good']",like robot shuffl shuffl good
350,big fan song video awesome,0,"['big', 'fan', 'song', 'video', 'awesome']","['big', 'fan', 'song', 'video', 'awesom']",big fan song video awesom
351,https www surveymonkey com cvhmklt,1,"['https', 'www', 'surveymonkey', 'com', 'cvhmklt']","['http', 'www', 'surveymonkey', 'com', 'cvhmklt']",http www surveymonkey com cvhmklt
352,everyone please come check newest song memories martin luther king jr,1,"['everyone', 'please', 'come', 'check', 'newest', 'song', 'memories', 'martin', 'luther', 'king', 'jr']","['everyon', 'pleas', 'come', 'check', 'newest', 'song', 'memori', 'martin', 'luther', 'king', 'jr']",everyon pleas come check newest song memori martin luther king jr
353,add https www facebook com tlouxmusic,1,"['add', 'https', 'www', 'facebook', 'com', 'tlouxmusic']","['add', 'http', 'www', 'facebook', 'com', 'tlouxmus']",add http www facebook com tlouxmus
354,gonna hit 2 billion,0,"['gon', 'na', 'hit', '2', 'billion']","['gon', 'na', 'hit', '2', 'billion']",gon na hit 2 billion
355,shakira waka waka br love song,0,"['shakira', 'waka', 'waka', 'br', 'love', 'song']","['shakira', 'waka', 'waka', 'br', 'love', 'song']",shakira waka waka br love song
356,one best songs music history,0,"['one', 'best', 'songs', 'music', 'history']","['one', 'best', 'song', 'music', 'histori']",one best song music histori
357,check dubstep song fireball made fruity loops really took time watch v teloa6rio8o,1,"['check', 'dubstep', 'song', 'fireball', 'made', 'fruity', 'loops', 'really', 'took', 'time', 'watch', 'v', 'teloa6rio8o']","['check', 'dubstep', 'song', 'firebal', 'made', 'fruiti', 'loop', 'realli', 'took', 'time', 'watch', 'v', 'teloa6rio8o']",check dubstep song firebal made fruiti loop realli took time watch v teloa6rio8o
358,population world 7 billion,0,"['population', 'world', '7', 'billion']","['popul', 'world', '7', 'billion']",popul world 7 billion
359,made gaming channel unique right l angry minecraft,1,"['made', 'gaming', 'channel', 'unique', 'right', 'l', 'angry', 'minecraft']","['made', 'game', 'channel', 'uniqu', 'right', 'l', 'angri', 'minecraft']",made game channel uniqu right l angri minecraft
360,wanderfol love miusic,0,"['wanderfol', 'love', 'miusic']","['wanderfol', 'love', 'miusic']",wanderfol love miusic
361,hey guys go check video name growtopia story,1,"['hey', 'guys', 'go', 'check', 'video', 'name', 'growtopia', 'story']","['hey', 'guy', 'go', 'check', 'video', 'name', 'growtopia', 'stori']",hey guy go check video name growtopia stori
362,horrible acting cringe worhty,0,"['horrible', 'acting', 'cringe', 'worhty']","['horribl', 'act', 'cring', 'worhti']",horribl act cring worhti
363,still listening 2015,0,"['still', 'listening', '2015']","['still', 'listen', '2015']",still listen 2015
364,https soundcloud com jackal james wrap night,1,"['https', 'soundcloud', 'com', 'jackal', 'james', 'wrap', 'night']","['http', 'soundcloud', 'com', 'jackal', 'jame', 'wrap', 'night']",http soundcloud com jackal jame wrap night
365,cool cool cool cool cool cool cool,0,"['cool', 'cool', 'cool', 'cool', 'cool', 'cool', 'cool']","['cool', 'cool', 'cool', 'cool', 'cool', 'cool', 'cool']",cool cool cool cool cool cool cool
366,guss song one worst fears life someone abusive towered live,0,"['guss', 'song', 'one', 'worst', 'fears', 'life', 'someone', 'abusive', 'towered', 'live']","['guss', 'song', 'one', 'worst', 'fear', 'life', 'someon', 'abus', 'tower', 'live']",guss song one worst fear life someon abus tower live
367,thumbs watching 2015,1,"['thumbs', 'watching', '2015']","['thumb', 'watch', '2015']",thumb watch 2015
368,go channel u want see fly getting burned alive,1,"['go', 'channel', 'u', 'want', 'see', 'fly', 'getting', 'burned', 'alive']","['go', 'channel', 'u', 'want', 'see', 'fli', 'get', 'burn', 'aliv']",go channel u want see fli get burn aliv
369,discover beautiful song young moroccan http www linkbucks com acn2g,1,"['discover', 'beautiful', 'song', 'young', 'moroccan', 'http', 'www', 'linkbucks', 'com', 'acn2g']","['discov', 'beauti', 'song', 'young', 'moroccan', 'http', 'www', 'linkbuck', 'com', 'acn2g']",discov beauti song young moroccan http www linkbuck com acn2g
370,http tankionline com friend cd92db3f4 great game check,1,"['http', 'tankionline', 'com', 'friend', 'cd92db3f4', 'great', 'game', 'check']","['http', 'tankionlin', 'com', 'friend', 'cd92db3f4', 'great', 'game', 'check']",http tankionlin com friend cd92db3f4 great game check
371,everyone please subscribe channel go look videos,1,"['everyone', 'please', 'subscribe', 'channel', 'go', 'look', 'videos']","['everyon', 'pleas', 'subscrib', 'channel', 'go', 'look', 'video']",everyon pleas subscrib channel go look video
372,love song much,0,"['love', 'song', 'much']","['love', 'song', 'much']",love song much
373,katy perry remind tiger like spirit animal 3 lt 3,0,"['katy', 'perry', 'remind', 'tiger', 'like', 'spirit', 'animal', '3', 'lt', '3']","['kati', 'perri', 'remind', 'tiger', 'like', 'spirit', 'anim', '3', 'lt', '3']",kati perri remind tiger like spirit anim 3 lt 3
374,2 126 521 750 views,0,"['2', '126', '521', '750', 'views']","['2', '126', '521', '750', 'view']",2 126 521 750 view
375,charlie got island dated megan fox b claire,0,"['charlie', 'got', 'island', 'dated', 'megan', 'fox', 'b', 'claire']","['charli', 'got', 'island', 'date', 'megan', 'fox', 'b', 'clair']",charli got island date megan fox b clair
376,reach 100 subscribers tazz self friend,1,"['reach', '100', 'subscribers', 'tazz', 'self', 'friend']","['reach', '100', 'subscrib', 'tazz', 'self', 'friend']",reach 100 subscrib tazz self friend
377,1 884 034 783 views pls comment view count next hour p,0,"['1', '884', '034', '783', 'views', 'pls', 'comment', 'view', 'count', 'next', 'hour', 'p']","['1', '884', '034', '783', 'view', 'pl', 'comment', 'view', 'count', 'next', 'hour', 'p']",1 884 034 783 view pl comment view count next hour p
378,subscribe like comment,1,"['subscribe', 'like', 'comment']","['subscrib', 'like', 'comment']",subscrib like comment
379,funny awesomeness lol aaaaaaa sexy lada,0,"['funny', 'awesomeness', 'lol', 'aaaaaaa', 'sexy', 'lada']","['funni', 'awesom', 'lol', 'aaaaaaa', 'sexi', 'lada']",funni awesom lol aaaaaaa sexi lada
380,hey 39 british youtuber br upload weekly br would mean world could subscribe br thanks joyce br,1,"['hey', '39', 'british', 'youtuber', 'br', 'upload', 'weekly', 'br', 'would', 'mean', 'world', 'could', 'subscribe', 'br', 'thanks', 'joyce', 'br']","['hey', '39', 'british', 'youtub', 'br', 'upload', 'weekli', 'br', 'would', 'mean', 'world', 'could', 'subscrib', 'br', 'thank', 'joyc', 'br']",hey 39 british youtub br upload weekli br would mean world could subscrib br thank joyc br
381,check starlitnightsky channel see epic videos,1,"['check', 'starlitnightsky', 'channel', 'see', 'epic', 'videos']","['check', 'starlitnightski', 'channel', 'see', 'epic', 'video']",check starlitnightski channel see epic video
382,http woobox com 33gxrf brt0u5 free cs go,1,"['http', 'woobox', 'com', '33gxrf', 'brt0u5', 'free', 'cs', 'go']","['http', 'woobox', 'com', '33gxrf', 'brt0u5', 'free', 'cs', 'go']",http woobox com 33gxrf brt0u5 free cs go
383,song boring asinine song ever heard coming guy liked teenage dream song ever since katy perry divorce wave wave shitty successful songs saying next wave pop music stick ass katy perry like silly putty,0,"['song', 'boring', 'asinine', 'song', 'ever', 'heard', 'coming', 'guy', 'liked', 'teenage', 'dream', 'song', 'ever', 'since', 'katy', 'perry', 'divorce', 'wave', 'wave', 'shitty', 'successful', 'songs', 'saying', 'next', 'wave', 'pop', 'music', 'stick', 'ass', 'katy', 'perry', 'like', 'silly', 'putty']","['song', 'bore', 'asinin', 'song', 'ever', 'heard', 'come', 'guy', 'like', 'teenag', 'dream', 'song', 'ever', 'sinc', 'kati', 'perri', 'divorc', 'wave', 'wave', 'shitti', 'success', 'song', 'say', 'next', 'wave', 'pop', 'music', 'stick', 'ass', 'kati', 'perri', 'like', 'silli', 'putti']",song bore asinin song ever heard come guy like teenag dream song ever sinc kati perri divorc wave wave shitti success song say next wave pop music stick ass kati perri like silli putti
384,https www facebook com profile php id 100007085325116,1,"['https', 'www', 'facebook', 'com', 'profile', 'php', 'id', '100007085325116']","['http', 'www', 'facebook', 'com', 'profil', 'php', 'id', '100007085325116']",http www facebook com profil php id 100007085325116
385,knows name girl one one,0,"['knows', 'name', 'girl', 'one', 'one']","['know', 'name', 'girl', 'one', 'one']",know name girl one one
386,check video youtube,1,"['check', 'video', 'youtube']","['check', 'video', 'youtub']",check video youtub
387,cool 39 heard,0,"['cool', '39', 'heard']","['cool', '39', 'heard']",cool 39 heard
388,thank please give email,1,"['thank', 'please', 'give', 'email']","['thank', 'pleas', 'give', 'email']",thank pleas give email
389,hear katy singing cry song got depth,0,"['hear', 'katy', 'singing', 'cry', 'song', 'got', 'depth']","['hear', 'kati', 'sing', 'cri', 'song', 'got', 'depth']",hear kati sing cri song got depth
390,check views holy shit,0,"['check', 'views', 'holy', 'shit']","['check', 'view', 'holi', 'shit']",check view holi shit
391,check video youtube,1,"['check', 'video', 'youtube']","['check', 'video', 'youtub']",check video youtub
392,love song much heard much pretty much memorized lyrics,0,"['love', 'song', 'much', 'heard', 'much', 'pretty', 'much', 'memorized', 'lyrics']","['love', 'song', 'much', 'heard', 'much', 'pretti', 'much', 'memor', 'lyric']",love song much heard much pretti much memor lyric
393,check video youtube,1,"['check', 'video', 'youtube']","['check', 'video', 'youtub']",check video youtub
394,check video youtube,1,"['check', 'video', 'youtube']","['check', 'video', 'youtub']",check video youtub
395,turned mute soon came wanted check views,0,"['turned', 'mute', 'soon', 'came', 'wanted', 'check', 'views']","['turn', 'mute', 'soon', 'came', 'want', 'check', 'view']",turn mute soon came want check view
396,hey guys mom said got 100 subs christmas get kitten always wanted kitten please watch videos like subscribe like please mean comments,1,"['hey', 'guys', 'mom', 'said', 'got', '100', 'subs', 'christmas', 'get', 'kitten', 'always', 'wanted', 'kitten', 'please', 'watch', 'videos', 'like', 'subscribe', 'like', 'please', 'mean', 'comments']","['hey', 'guy', 'mom', 'said', 'got', '100', 'sub', 'christma', 'get', 'kitten', 'alway', 'want', 'kitten', 'pleas', 'watch', 'video', 'like', 'subscrib', 'like', 'pleas', 'mean', 'comment']",hey guy mom said got 100 sub christma get kitten alway want kitten pleas watch video like subscrib like pleas mean comment
397,lol,0,['lol'],['lol'],lol
398,2 billion views 2 million shares,0,"['2', 'billion', 'views', '2', 'million', 'shares']","['2', 'billion', 'view', '2', 'million', 'share']",2 billion view 2 million share
399,love song,0,"['love', 'song']","['love', 'song']",love song
400,whats everyone trying showcase talent world 3000 subscribers promise dont suck please spread covers around subscribe amp share thanks much support lucas trigo stay awesome,1,"['whats', 'everyone', 'trying', 'showcase', 'talent', 'world', '3000', 'subscribers', 'promise', 'dont', 'suck', 'please', 'spread', 'covers', 'around', 'subscribe', 'amp', 'share', 'thanks', 'much', 'support', 'lucas', 'trigo', 'stay', 'awesome']","['what', 'everyon', 'tri', 'showcas', 'talent', 'world', '3000', 'subscrib', 'promis', 'dont', 'suck', 'pleas', 'spread', 'cover', 'around', 'subscrib', 'amp', 'share', 'thank', 'much', 'support', 'luca', 'trigo', 'stay', 'awesom']",what everyon tri showcas talent world 3000 subscrib promis dont suck pleas spread cover around subscrib amp share thank much support luca trigo stay awesom
401,check video youtube,1,"['check', 'video', 'youtube']","['check', 'video', 'youtub']",check video youtub
402,love,0,['love'],['love'],love
403,many views,0,"['many', 'views']","['mani', 'view']",mani view
404,crazy 2 billion views us uk korea republic asia,0,"['crazy', '2', 'billion', 'views', 'us', 'uk', 'korea', 'republic', 'asia']","['crazi', '2', 'billion', 'view', 'us', 'uk', 'korea', 'republ', 'asia']",crazi 2 billion view us uk korea republ asia
